A subject is pushed from the back while standing. 	 a subject is pushed from the back while standing
A human is being pushed and performs a sidestep to the front 	 a human is being pushed and performs a sidestep to the front
A person walking in a circle to the left 	 a person walking in a circle to the left
A human pushed from the side 	 a human pushed from the side
A human gets puched from its right side and makes a step to the left. 	 a human gets pushed from its right side and makes a step to the left
A person stumbles to the left 	 a person stumbles to the left
human goes in a quater circle clockwise starting with right 	 human goes in a quarter circle clockwise starting with right
A person walks forwards. 	 a person walks forwards
A person is moving slowly forward while holding his injured leg with hands. 	 a person is moving slowly forward while holding his injured leg with hands
A person starts a circular movement towards the left. 	 a person starts a circular movement towards the left
human slowly goes in a quater circle counterclockwise starting with right 	 human slowly goes in a quarter circle counterclockwise starting with right
A Person moves in a slow walk around a corner to the left 	 a person moves in a slow walk around a corner to the left
A person walks forward, during that the person is pushed back, than walks on. 	 a person walks forward during that the person is pushed back than walks on
A person with initially bent knees stands up and reaches forward with the left arm. 	 a person with initially bent knees stands up and reaches forward with the left arm
a person performs a turn around. 	 a person performs a turn around
A person walks forward for 2 steps then turns 180° to his right and walks forward for 2 more steps. 	 a person walks forward for 2 steps then turns 180 degrees to his right and walks forward for 2 more steps
The human walks a couple of steps turn around and walks back to starting point 	 the human walks a couple of steps turn around and walks back to starting point
Someone walks forwards quickly 	 someone walks forwards quickly
a person walks forwards 	 a person walks forwards
The human perfoms a couple of steps 	 the human performs a couple of steps
Somebody walks straight on. 	 somebody walks straight on
A human writes on a board. 	 a human writes on a board
A person walks forward while being pushed to the left 	 a person walks forward while being pushed to the left
Someone walks forward and get pushed from the right 	 someone walks forward and get pushed from the right
A person walking forwards 3 steps, then takes a sidestep to his left before walking back to the target of his original track. 	 a person walking forwards 3 steps then takes a sidestep to his left before walking back to the target of his original track
The human walk perfoms a left jump and walks again 	 the human walk performs a left jump and walks again
Somebody is pushed to the left. 	 somebody is pushed to the left
A person walks backwards. 	 a person walks backwards
a person walks in a circle counterclockwise 	 a person walks in a circle counterclockwise
The human walks a circle 	 the human walks a circle
Subject walks in a full circle counterclockwise. 	 subject walks in a full circle counterclockwise
The human walks a circle 	 the human walks a circle
A man move laterally 	 a man move laterally
A person stumbling to the left 	 a person stumbling to the left
A person takes a few recovery steps to the left. 	 a person takes a few recovery steps to the left
A person steps to his left. 	 a person steps to his left
A person is pushed from the right to the left. 	 a person is pushed from the right to the left
A person stumbling to the left 	 a person stumbling to the left
A person jumps to the left. 	 a person jumps to the left
The human perfoms a jump to the left 	 the human performs a jump to the left
A person plays the air guitar. 	 a person plays the air guitar
The human plays air guitar. 	 the human plays air guitar
Person playing air guitar 	 person playing air guitar
A person performs a drumming motion with their left hand while holding up their right hand 	 a person performs a drumming motion with their left hand while holding up their right hand
a person is doing something 	 a person is doing something
A person performs two strokes on a guitar. 	 a person performs 2 strokes on a guitar
Person makes motions as if it is half hearted playing guitar. 	 person makes motions as if it is half hearted playing guitar
a person walks forward 	 a person walks forward
a person walks forwards quite slow 	 a person walks forwards quite slow
A person walks 4 steps forward. 	 a person walks 4 steps forward
A person walks straight forwards, turns around and then walks back. 	 a person walks straight forwards turns around and then walks back
the person is waving the right hand 	 the person is waving the right hand
A person waves with its right hand. 	 a person waves with its right hand
A person waves with his right arm. 	 a person waves with his right arm
A person touches the floor with their right hand and kneels down. 	 a person touches the floor with their right hand and kneels down
A human starts to run. 	 a human starts to run
A person stands and waves with their right hand. 	 a person stands and waves with their right hand
A person waves his hand. 	 a person waves his hand
A person turns 180° to the left quickly. 	 a person turns 180 degrees to the left quickly
A human is making a 180 degrees turn. 	 a human is making a 180 degrees turn
a person walks forwards a few steps and then turns 180 degrees to the right and walks back a few meters again 	 a person walks forwards a few steps and then turns 180 degrees to the right and walks back a few m again
A human walking slowly 	 a human walking slowly
A person performs seven rather slow forward steps. 	 a person performs 7 rather slow forward steps
A person walks forward 	 a person walks forward
A human walks into an obstacle. 	 a human walks into an obstacle
A human walks forward a few steps and is then shoved back from somebody in front of him 	 a human walks forward a few steps and is then shoved back from somebody in front of him
A person hits an obstacle while moving forward. 	 a person hits an obstacle while moving forward
A person is walking with large steps. 	 a person is walking with large steps
A person walks forward in a hurry 	 a person walks forward in a hurry
Someone is walking forward 4 steps a bit faster and is starting with the right leg. 	 someone is walking forward 4 steps a bit faster and is starting with the right leg
A person walks fast. 	 a person walks fast
The human is running 	 the human is running
A person is walking fast 	 a person is walking fast
A person walks a circle clock-wise. 	 a person walks a circle clock wise
A person walks in clock-wise circle. 	 a person walks in clock wise circle
A human is walking in a circle to the right. 	 a human is walking in a circle to the right
A person walks forward, during that the person is pushed to the left and gains balance again. 	 a person walks forward during that the person is pushed to the left and gains balance again
Someone is beeing pushed from the left side, while walking forward. 	 someone is being pushed from the left side while walking forward
A human sprints three steps forward 	 a human sprints 3 steps forward
A person is pushed during walking 	 a person is pushed during walking
A person walks three steps forward, then one step back and another two steps forward. 	 a person walks 3 steps forward then 1 step back and another 2 steps forward
The human walks a couple of steps. Perfoms a step backwards and walks forward again 	 the human walks a couple of steps performs a step backwards and walks forward again
A person gets pushed from left to right. 	 a person gets pushed from left to right
A person receives a strong push from the left side and tumbles to the left. 	 a person receives a strong push from the left side and tumbles to the left
A person takes a few sidewared steps to the right to recover from a push. 	 a person takes a few sidewards steps to the right to recover from a push
a person stands still and gets pushed to the right 	 a person stands still and gets pushed to the right
A person gets shoved from his left, he stumbles to his right before standing still again. 	 a person gets shoved from his left he stumbles to his right before standing still again
A person walks in a circle. 	 a person walks in a circle
A human performs a jump to the left. 	 a human performs a jump to the left
A person cleans a surface by making circular motions with their left hand. 	 a person cleans a surface by making circular motions with their left hand
A human wipes on a table. 	 a human wipes on a table
A person stirs with their left hand 	 a person stirs with their left hand
A person sitting on his knees is standing up by using both of his hands. 	 a person sitting on his knees is standing up by using both of his hands
A person walks a quarter circle clockwise with 4 steps. 	 a person walks a quarter circle clockwise with 4 steps
A person walks forward in a fast fashion. 	 a person walks forward in a fast fashion
A human makes 4 fast steps forward. 	 a human makes 4 fast steps forward
A human turning right 	 a human turning right
a person walks forward 	 a person walks forward
Person standing and then stumbling forwards 	 person standing and then stumbling forwards
Someone gets pushed from behind 	 someone gets pushed from behind
a person stands still and gets pushed from behind 	 a person stands still and gets pushed from behind
A person gets shoved 	 a person gets shoved
A human subject is waving five times with the right hand. 	 a human subject is waving 5 times with the right hand
a person waves with his right hand 	 a person waves with his right hand
a person walks backwards 	 a person walks backwards
a person walks backward 	 a person walks backward
A person walks backwards 	 a person walks backwards
human goes backwards 	 human goes backwards
A person stops and then runs to the left. 	 a person stops and then runs to the left
the person is walking forward 	 the person is walking forward
A person performs a 180° turn to the right. 	 a person performs a 180 degrees turn to the right
A person turns 180degree to the right on their left foot 	 a person turns 180 degrees to the right on their left foot
Someone walks forward 	 someone walks forward
A human walks a few steps forward. 	 a human walks a few steps forward
A person walks forward at medium speed. 	 a person walks forward at medium speed
human slowly goes forward 	 human slowly goes forward
A person uses his right hand to pick something up from the ground. 	 a person uses his right hand to pick something up from the ground
A person is pushed from behind while walking forward. 	 a person is pushed from behind while walking forward
A person is walking forwards. 	 a person is walking forwards
A person repeatedly picks something up from the floor and holds the object high above. 	 a person repeatedly picks something up from the floor and holds the object high above
Subject walks forward. 	 subject walks forward
A person starts walking 4 steps forward and then stops. 	 a person starts walking 4 steps forward and then stops
A person walks forward and returns. 	 a person walks forward and returns
A person walks two steps, turns around to the right and walks another two steps 	 a person walks 2 steps turns around to the right and walks another 2 steps
A person walks in a clockwise circle. 	 a person walks in a clockwise circle
A person walks in a clockwise circle. 	 a person walks in a clockwise circle
A Person walking in a Circle. 	 a person walking in a circle
A person turns to his right . 	 a person turns to his right
someone is walking one round to his side 	 someone is walking 1 round to his side
A person is walking to the left by making a circle shape 	 a person is walking to the left by making a circle shape
A person goes around in a circuit 	 a person goes around in a circuit
a person walks in a circle to the right 	 a person walks in a circle to the right
Somebody walks a circle clockwise. 	 somebody walks a circle clockwise
Subject running fast. 	 subject running fast
A person runs a few meters forward 	 a person runs a few m forward
A person running forward. 	 a person running forward
A person runs. 	 a person runs
someone is running. 	 someone is running
a human is running 	 a human is running
A human stretches and performs a squad. 	 a human stretches and performs a squad
A person is drinking something out of a bottle by using his right hand. 	 a person is drinking something out of a bottle by using his right hand
A human running 	 a human running
A person is dancing. 	 a person is dancing
A person walks straight forward, then turns around 180 degrees and walks back again. 	 a person walks straight forward then turns around 180 degrees and walks back again
Person waving with the left arm 	 person waving with the left arm
Someone waves with the left hand 	 someone waves with the left hand
a person waves with its left hand 	 a person waves with its left hand
A human waves with his left hand. 	 a human waves with his left hand
a person walks forward 	 a person walks forward
A person turns 90° to the left with medium speed. 	 a person turns 90 degrees to the left with medium speed
A person is turning left while walking. 	 a person is turning left while walking
A person steps 5 steps to the forward direction after being pushed from behind. 	 a person steps 5 steps to the forward direction after being pushed from behind
A person does 4 steps forwars fast. 	 a person does 4 steps forward fast
a person walks fast forwards 	 a person walks fast forwards
A person makes one big step an one small step backwards. 	 a person makes 1 big step an 1 small step backwards
A human is pushed from the front 	 a human is pushed from the front
a person stands still and gets pushed backwards 	 a person stands still and gets pushed backwards
A person gets pushed from right and recovers with 1 step. 	 a person gets pushed from right and recovers with 1 step
A human imitates a chicken and performs a picking movement. 	 a human imitates a chicken and performs a picking movement
A person walks a quarter circle clockwise with 4 steps. 	 a person walks a quarter circle clockwise with 4 steps
A human walks backwards. 	 a human walks backwards
the person is first showing two hands and then kneeling down with the support of two hands 	 the person is first showing 2 hands and then kneeling down with the support of 2 hands
Someone is kneeling down. 	 someone is kneeling down
A human walks and takes a 90° turn. 	 a human walks and takes a 90 degrees turn
A person plays air guitar. 	 a person plays air guitar
a person plays the air guitar 	 a person plays the air guitar
a person holds something in its left hand and touches it along with its right hand 	 a person holds something in its left hand and touches it along with its right hand
A person waves both hands. 	 a person waves both hands
A persons waves with both hands. 	 a persons waves with both hands
A human is waving with both hands mirrored before its head 	 a human is waving with both hands mirrored before its head
A person is waving at someone/something with both hands. 	 a person is waving at someone something with both hands
a person waves with both hands 	 a person waves with both hands
A person waves with both of his arms. 	 a person waves with both of his arms
A person is walking forward, slipping and falling on his back. 	 a person is walking forward slipping and falling on his back
Someone waves with their right hand. 	 someone waves with their right hand
Person waving with the right hand 	 person waving with the right hand
Someone rises his right arm and waves with it 	 someone rises his right arm and waves with it
A person waves for 5 times using the right hand. 	 a person waves for 5 times using the right hand
A human is waving with its right hand. 	 a human is waving with its right hand
a person walks a few steps forward, turns around and walks back 	 a person walks a few steps forward turns around and walks back
A person interacts with something using the right hand and first and then using both hands later. 	 a person interacts with something using the right hand and first and then using both hands later
A person holds a violin with the right hand and strokes it with the left hand. 	 a person holds a violin with the right hand and strokes it with the left hand
a person plays the violin with its left arm 	 a person plays the violin with its left arm
A person stands still. 	 a person stands still
A person is pushed to the left. 	 a person is pushed to the left
A person walking forwards for a few steps.. 	 a person walking forwards for a few steps
A person walks straight forward a few meters 	 a person walks straight forward a few meters
A person walks in a clockwise circle. 	 a person walks in a clockwise circle
A person walks in a little circle. 	 a person walks in a little circle
A person walks forward in a circle clockwise. 	 a person walks forward in a circle clockwise
Someone walks forward 	 someone walks forward
A person runs forward then getting slower. 	 a person runs forward then getting slower
A person joggs a jew steps, then it stops. 	 a person jogs a jew steps then it stops
A person is walking in a hurry 	 a person is walking in a hurry
the person is  walking ahead 	 the person is walking ahead
a person walks forwards 	 a person walks forwards
A human walking backwards 	 a human walking backwards
A human walks backwards 	 a human walks backwards
A person is walking backwards. 	 a person is walking backwards
a person walks a quarter of a circle 	 a person walks a quarter of a circle
A human walks. 	 a human walks
A person performs the male basic step of the Cha-Cha-Cha ballroom dance. 	 a person performs the male basic step of the cha cha cha ballroom dance
A human bends her knees slightly and walks. 	 a human bends her knees slightly and walks
A person walks on stepping stones 	 a person walks on stepping stones
Someone walks forward and get over things 	 someone walks forward and get over things
A person walks over an obstacle. 	 a person walks over an obstacle
a human is steping on some precise places with his feet 	 a human is stepping on some precise places with his feet
A person is doing punch moves while stepping forward and backward again. 	 a person is doing punch moves while stepping forward and backward again
A person starts a circular movement to the left. 	 a person starts a circular movement to the left
A person goes 5 steps to the left and thereby describes a quarter circle. 	 a person goes 5 steps to the left and thereby describes a quarter circle
A person lifts their arms and walks in a small square. 	 a person lifts their arms and walks in a small square
A person does the wiener walzer. 	 a person does the wiener walker
a person dances 	 a person dances
someone is dancing. 	 someone is dancing
a person is doing a tennis forehand 	 a person is doing a tennis forehand
A human performs a squat. 	 a human performs a squat
Someone does two squats. 	 someone does 2 squats
a man is doing squats 	 a man is doing squats
The subject does one backward step starting with his right leg. 	 the subject does 1 backward step starting with his right leg
A person performs a single  backward stride. 	 a person performs a single backward stride
A persons makes a fast step backwards. 	 a persons makes a fast step backwards
a person gets pushed from the front 	 a person gets pushed from the front
Someone takes a quick step to the back. 	 someone takes a quick step to the back
A human jogs. 	 a human jogs
A person receives a very strong push from the left side and tumbles. 	 a person receives a very strong push from the left side and tumbles
a person gets pushed to the right side 	 a person gets pushed to the right side
A person walks forward 	 a person walks forward
A person stumbles backwards. 	 a person stumbles backwards
A human gets buched in the chest and makes one step backwards. 	 a human gets bucked in the chest and makes 1 step backwards
a person stands still and gets pushed from the front 	 a person stands still and gets pushed from the front
human is pushed from front 	 human is pushed from front
Person running forwards and then stopping 	 person running forwards and then stopping
Someone walks forward 	 someone walks forward
walking up stairs to the front 	 walking up stairs to the front
A human performs a jump. 	 a human performs a jump
A human holds her hands in front of her chest and turns and bends her upper body. 	 a human holds her hands in front of her chest and turns and bends her upper body
A human stands up from a kneeling position. 	 a human stands up from a kneeling position
A person walking in a 90 degrees curve to the right 	 a person walking in a 90 degrees curve to the right
A person turns right. 	 a person turns right
A human turns 360° leftwards while jumping in the air. 	 a human turns 360 degrees leotards while jumping in the air
the person is first walking forward and then making u turn 	 the person is first walking forward and then making u turn
A person turns on his right foot. 	 a person turns on his right foot
a person walks forward takes a 180 degree turn to the right and keeps on walking 	 a person walks forward takes a 180 degrees turn to the right and keeps on walking
A person walks forward. 	 a person walks forward
A person is walking forward a few steps. 	 a person is walking forward a few steps
A person gets down on all fours and starts crawling forward. 	 a person gets down on all fours and starts crawling forward
a person gets down on his knees and crawls a few meters 	 a person gets down on his knees and crawls a few meters
a person does an imitation of a monkey 	 a person does an imitation of a monkey
A person makes a throwing motion with the right hand. 	 a person makes a throwing motion with the right hand
Someone throws something to the floor using the right hand. 	 someone throws something to the floor using the right hand
a person throws something on the ground with its right hand 	 a person throws something on the ground with its right hand
a person stirs with his right hand 	 a person stirs with his right hand
Someone walks forward and turns around. 	 someone walks forward and turns around
Person walking and then turning back 	 person walking and then turning back
a person walks forwards a few step the turn 180 degrees to the left and keeps walking 	 a person walks forwards a few step the turn 180 degrees to the left and keeps walking
A person walks straight, turns around, walks back, then turns around again 	 a person walks straight turns around walks back then turns around again
Subject starts jogging forward. 	 subject starts jogging forward
A human is walking fast forward and holds its hands like it is running. 	 a human is walking fast forward and holds its hands like it is running
a person jogs forward 	 a person jogs forward
a human is running a few steps 	 a human is running a few steps
A person walkes forward fast. 	 a person walks forward fast
A person stands, then walks a few steps, then stops again 	 a person stands then walks a few steps then stops again
Someone is walking forward slowly doing 4 steps starting with the left leg. 	 someone is walking forward slowly doing 4 steps starting with the left leg
A person makes 4 steps forward slowly. 	 a person makes 4 steps forward slowly
A person stumbles while moving forward. 	 a person stumbles while moving forward
a person walks forwards and gets pushed from behind 	 a person walks forwards and gets pushed from behind
a person walks forward and stumbles 	 a person walks forward and stumbles
A human making a clockwise turn. 	 a human making a clockwise turn
a person walks quater a circle to the right 	 a person walks quarter a circle to the right
A person turns right for 90 degrees 	 a person turns right for 90 degrees
A person walks slowly 2 meters forward. 	 a person walks slowly 2 m forward
a person takes 5 steps forward 	 a person takes 5 steps forward
a human walks a few meters 	 a human walks a few meters
Someone moves forward in a slow walk 	 someone moves forward in a slow walk
A person walks slowly forwards. 	 a person walks slowly forwards
A person walks and turns around on the spot 	 a person walks and turns around on the spot
Someone walks forward then turn around and walks back 	 someone walks forward then turn around and walks back
a person walks forwards a few steps then turns 180 degrees to the left and keeps walking 	 a person walks forwards a few steps then turns 180 degrees to the left and keeps walking
A person walks backward 4 steps. 	 a person walks backward 4 steps
Someone walks backwards 4 steps starting with the left leg. 	 someone walks backwards 4 steps starting with the left leg
a person takes some steps backwards 	 a person takes some steps backwards
human runs furiously 	 human runs furiously
A person runs. 	 a person runs
A person runs. 	 a person runs
a person jogs some meters 	 a person jogs some meters
The human is running 	 the human is running
a person runs forward 	 a person runs forward
A human performing a kick with the right foot 	 a human performing a kick with the right foot
A person is kicking with his right leg. 	 a person is kicking with his right leg
A person walks backwards. 	 a person walks backwards
human goes backwards 	 human goes backwards
A person walks a few steps backward. 	 a person walks a few steps backward
Somebody walks backwards. 	 somebody walks backwards
A person performs a 180° turn clockwise with medium speed. 	 a person performs a 180 degrees turn clockwise with medium speed
a man makes a U-turn on his left leg 	 a man makes a u turn on his left leg
A person walks forwards. 	 a person walks forwards
a persons drums 	 a persons drums
A person pats the space in front of him twice with both hands. 	 a person pats the space in front of him twice with both hands
Somebody knocks on something with his hands. 	 somebody knocks on something with his hands
A person performs a sidestep to the left. 	 a person performs a sidestep to the left
a person takes a quick steps to the left. 	 a person takes a quick steps to the left
the person is pushed to the left while walking forward 	 the person is pushed to the left while walking forward
A person is pushed from the left. 	 a person is pushed from the left
A person is pushed to the right. 	 a person is pushed to the right
A person moves forward along a tile then turns and moves backwards. 	 a person moves forward along a tile then turns and moves backwards
Walking two steps, then turning around by 180° to the left and then walking two steps. 	 walking 2 steps then turning around by 180 degrees to the left and then walking 2 steps
Somebody turns around anticlockwise. 	 somebody turns around anticlockwise
A person receives a strong push from the right. 	 a person receives a strong push from the right
the person is walking back and forth 	 the person is walking back and forth
A person is doing a recovery step 	 a person is doing a recovery step
A person bends the upper body backward. 	 a person bends the upper body backward
A person picks up an object using the right hand, passes it over to the left hand and finally puts it down. 	 a person picks up an object using the right hand passes it over to the left hand and finally puts it down
A person take a sidestep to the left. 	 a person take a sidestep to the left
A person makes a small sidestep to his left. 	 a person makes a small sidestep to his left
Somebody is pushed to the left. 	 somebody is pushed to the left
A person is walking a left-turn 	 a person is walking a left turn
A person walking forward in a 90° curve. 	 a person walking forward in a 90 degrees curve
A person walks a quarter circle to the right, taking four steps. 	 a person walks a quarter circle to the right taking 4 steps
A human turning right 	 a human turning right
A person walks a quarter of a circle to its right. 	 a person walks a quarter of a circle to its right
A person walks a quarter circle to the right. 	 a person walks a quarter circle to the right
A person makes punch moves with his right hand like fencing. 	 a person makes punch moves with his right hand like fencing
A human walks a very slow 90 degree arc to the right. 	 a human walks a very slow 90 degrees arc to the right
human goes in a quarter circle clockwise starting with right 	 human goes in a quarter circle clockwise starting with right
Person walking forwards 	 person walking forwards
A person walks forward 	 a person walks forward
A person is walking forward. 	 a person is walking forward
A human stretches his arms. 	 a human stretches his arms
A person stands and is pushed backwards 	 a person stands and is pushed backwards
A person makes a small step to the rear. 	 a person makes a small step to the rear
A human is being pushed on the right shoulder and does a sidestep to the left back side. 	 a human is being pushed on the right shoulder and does a sidestep to the left back side
A person lunges backwards to the left, as if he was pushed. 	 a person lunges backwards to the left as if he was pushed
Person jumping backwards 	 person jumping backwards
A person jumps backwards 	 a person jumps backwards
Someone is jumping backwards. 	 someone is jumping backwards
Someone jumps backwards. 	 someone jumps backwards
A person performs a step to the right and recovers to the original position. 	 a person performs a step to the right and recovers to the original position
Someone jumps to the right and then takes two steps to get to their original position. 	 someone jumps to the right and then takes 2 steps to get to their original position
A Person stumbling to the right. 	 a person stumbling to the right
Someone steps to the right and back to the left again. 	 someone steps to the right and back to the left again
small step to the right then back in position 	 small step to the right then back in position
A person makes a sidestep to the right and then a second step back to the origin position 	 a person makes a sidestep to the right and then a second step back to the origin position
A person is first walking sideways to the right then back to the initial position 	 a person is first walking sideways to the right then back to the initial position
A person standing still, that might be pushed so that it takes one step backwards, or is just casually doing an awkward backstep 	 a person standing still that might be pushed so that it takes 1 step backwards or is just casually doing an awkward backstop
A human makes a step backwards and starting with its right food. 	 a human makes a step backwards and starting with its right food
a person gets pushed from the front 	 a person gets pushed from the front
A human is sprinting. 	 a human is sprinting
Someone is walking forward very fast doing 5 steps and then stopping. 	 someone is walking forward very fast doing 5 steps and then stopping
A person is jogging a 	 a person is jogging a
A person joggs forwards. 	 a person jogs forwards
A person is jogging. 	 a person is jogging
A person starts jogging. 	 a person starts jogging
a person jogs frowards 	 a person jogs forwards
A person waves his left hand. 	 a person waves his left hand
A person waves left and right with his left hand. 	 a person waves left and right with his left hand
A person waving with their left hand 	 a person waving with their left hand
a person walks backwards 	 a person walks backwards
a person step to the left due to a push 	 a person step to the left due to a push
a person takes a shuffle step to the left and moves back to his starting point 	 a person takes a shuffle step to the left and moves back to his starting point
A person is wiping a horizontal surface with his left hand. 	 a person is wiping a horizontal surface with his left hand
The subject is using his left hand to do a stirring motion. 	 the subject is using his left hand to do a stirring motion
A human is standing on the same spot and moving its left hand like he is using a mixer in a bowl. 	 a human is standing on the same spot and moving its left hand like he is using a mixer in a bowl
a person wipes something with its left hand 	 a person wipes something with its left hand
A person moving his left hand horizontally in front of him in circles. 	 a person moving his left hand horizontally in front of him in circles
A person runs straight forward. 	 a person runs straight forward
Someone walks forward and geht hit from the right then get back on his way 	 someone walks forward and geht hit from the right then get back on his way
a person walks forwards and gets pushed to the left 	 a person walks forwards and gets pushed to the left
A person takes one step forward, two to the right side and two back to the left side. 	 a person takes 1 step forward 2 to the right side and 2 back to the left side
A person walks forward. 	 a person walks forward
A person steps onto something. 	 a person steps onto something
A person climbs some steps 	 a person climbs some steps
human goes upstairs 	 human goes upstairs
Somebody walks a step up. 	 somebody walks a step up
A person is descending a staircase. 	 a person is descending a staircase
A person goes two meters forward with small steps. 	 a person goes 2 m forward with small steps
a person walks down the stairs 	 a person walks down the stairs
A person walks down a skew plane. 	 a person walks down a skew plane
a man is walking down a slope 	 a man is walking down a slope
Person is jumping to the right 	 person is jumping to the right
human goes in a circle clockwise 	 human goes in a circle clockwise
A human is hitting something 	 a human is hitting something
A person turns around a corner towards the right. 	 a person turns around a corner towards the right
A person walks a 90 degree curve to the right. 	 a person walks a 90 degrees curve to the right
A person catch a ball and throw it afterwards. 	 a person catch a ball and throw it afterwards
A person walks forward while turning to the right 	 a person walks forward while turning to the right
A person goes to the right, where it passes through a quarter circle line along. 	 a person goes to the right where it passes through a quarter circle line along
A person walks 4 steps forward. 	 a person walks 4 steps forward
A person walks forward 	 a person walks forward
Someone walks forward 	 someone walks forward
A person walking 4 steps forward 	 a person walking 4 steps forward
A human walks backwards. 	 a human walks backwards
A person wipes the table with their left hand 	 a person wipes the table with their left hand
A person traveling with the right hand with a rubbing motion on a work surface. 	 a person traveling with the right hand with a rubbing motion on a work surface
A person wipes something 	 a person wipes something
A person is wiping horizontal with its left hand on the same hight as its hips. 	 a person is wiping horizontal with its left hand on the same height as its hips
A peron stirring with their left hand 	 a peron stirring with their left hand
A human moves unsteadily, perhaps drunk as a lord. 	 a human moves unsteadily perhaps drunk as a lord
A person first bends down to the right so that his hands reach the height of his knees, and then, after bendig back to his original posture, performs seven steps forward 	 a person first bends down to the right so that his hands reach the height of his knees and then after bending back to his original posture performs 7 steps forward
human goes forward starting with right 	 human goes forward starting with right
A person walks forwards. 	 a person walks forwards
A person eats a Hamburger. 	 a person eats a hamburger
Person doing squads 	 person doing squads
A person performs a squat 	 a person performs a squat
A person performs two successive squats. 	 a person performs 2 successive squats
A human performs two squats with his arms extended forward 	 a human performs 2 squats with his arms extended forward
A person performs a squat with the feet together, and performs another squat with the feet distance being wider. 	 a person performs a squat with the feet together and performs another squat with the feet distance being wider
a person does some squad exercises 	 a person does some squad exercises
someone squats and then steps one of his foot a little aside and make another squats 	 someone squats and then steps 1 of his foot a little aside and make another squats
Someone does two squats. 	 someone does 2 squats
A person reaches for something with the right hand first and then uses both hands to bang against the object. 	 a person reaches for something with the right hand first and then uses both hands to bang against the object
a person goes on all fours and starts crawling 	 a person goes on all fours and starts crawling
A standing person gets down to the floor and starts crawling on all four. 	 a standing person gets down to the floor and starts crawling on all 4
Someone is crawling forward. 	 someone is crawling forward
A standing person going down on his knees and hands to crawl forward. 	 a standing person going down on his knees and hands to crawl forward
A standing person gets down to all fours and crawls a few meters. 	 a standing person gets down to all fours and crawls a few meters
The person is crawling 	 the person is crawling
A person walks 2 steps forward, turns 180 degrees on the right foot and walks again 2 steps forward. 	 a person walks 2 steps forward turns 180 degrees on the right foot and walks again 2 steps forward
the person is little bit walking to the front and then suddenly making a sharp turn to the back 	 the person is little bit walking to the front and then suddenly making a sharp turn to the back
a person walks forward and turn 180 degress to the left and keeps on walking 	 a person walks forward and turn 180 degrees to the left and keeps on walking
A person turning on the tip of their right foot 	 a person turning on the tip of their right foot
Somebody turns anticlockwise. 	 somebody turns anticlockwise
A person is turning right. 	 a person is turning right
a person walks to the right performing a quarter circle 	 a person walks to the right performing a quarter circle
A person is slowly and carefully walking forward and backward. 	 a person is slowly and carefully walking forward and backward
A person lies on the back and stands up. 	 a person lies on the back and stands up
A person makes a small jump to the left 	 a person makes a small jump to the left
a person hops to the left 	 a person hops to the left
A person jumps up and trurns 360° around himself before landing. 	 a person jumps up and turns 360 degrees around himself before landing
A person walks clockwise in a small circle. 	 a person walks clockwise in a small circle
A human walking forwards 	 a human walking forwards
A person is walking forward. 	 a person is walking forward
A person is slowly walking forward with the arms swinging a little bit. 	 a person is slowly walking forward with the arms swinging a little bit
A person walking in a curve to the right and then standing still 	 a person walking in a curve to the right and then standing still
A human walks a quarter turn to the right 	 a human walks a quarter turn to the right
A person making one step forward. 	 a person making 1 step forward
A human poses with the hand up and the knees slightly bend. 	 a human poses with the hand up and the knees slightly bend
A huiman walks two steps, turns around 	 a human walks 2 steps turns around
Someone is walking forward starting with the right leg, then turning around his left side facing backwards and doing another two steps. 	 someone is walking forward starting with the right leg then turning around his left side facing backwards and doing another 2 steps
A person turns on his left foot. 	 a person turns on his left foot
A person reaches for different locations with the right hand. 	 a person reaches for different locations with the right hand
A human walks in a circle. 	 a human walks in a circle
A person does a T-pose and then goes down on the knees 	 a person does a T-pose and then goes down on the knees
A person kneels down on the floor with the left hand as support. 	 a person kneels down on the floor with the left hand as support
a person raises his arms like wings and then goes down to its knees 	 a person raises his arms like wings and then goes down to its knees
Someone opens wide his arms and then kneels on the floor. 	 someone opens wide his arms and then kneels on the floor
Some walks a distance of quarter of a circle to the right. 	 some walks a distance of quarter of a circle to the right
Someone walks in a quater circle to the right. 	 someone walks in a quarter circle to the right
A person is jogging forwards, arms bent, hands at chest level. 	 a person is jogging forwards arms bent hands at chest level
A person runs forward. 	 a person runs forward
A person is running a few steps and stops. 	 a person is running a few steps and stops
A person performing a short sprint 	 a person performing a short sprint
A person who runs fast a little curve. 	 a person who runs fast a little curve
A person walks forward. 	 a person walks forward
Someone walks forward. 	 someone walks forward
A person walks forward 	 a person walks forward
A person forwards to the front. 	 a person forwards to the front
Person walking for a few steps 	 person walking for a few steps
walking straight foreward at a medium pace 	 walking straight forward at a medium pace
Someone is starting to walk 	 someone is starting to walk
A person walks four steps forward. 	 a person walks 4 steps forward
Someone walks about 2 meters ahead. 	 someone walks about 2 m ahead
A person walks 4 steps forward. 	 a person walks 4 steps forward
a person walks forwards for some meters 	 a person walks forwards for some meters
The human is walking slowly 	 the human is walking slowly
A person takes five relaxed steps 	 a person takes 5 relaxed steps
A person is walking. 	 a person is walking
A person is walking backwards in a straight line. 	 a person is walking backwards in a straight line
human goes backwards starting with left 	 human goes backwards starting with left
A person walks counterclockwise in a small circle. 	 a person walks counterclockwise in a small circle
